"continent" "country" "obs_type" "obs_vlues"
"72" "Americas" "Peru" "gdpPercap_1952" 3758.523437
"73" "Americas" "Puerto Rico" "gdpPercap_1952" 3081.959785
"74" "Americas" "Trinidad and Tobago" "gdpPercap_1952" 3023.271928
"75" "Americas" "United States" "gdpPercap_1952" 13990.48208
"76" "Americas" "Uruguay" "gdpPercap_1952" 5716.766744
"77" "Americas" "Venezuela" "gdpPercap_1952" 7689.799761
"78" "Asia" "Afghanistan" "gdpPercap_1952" 779.4453145
"79" "Asia" "Bahrain" "gdpPercap_1952" 9867.084765
"80" "Asia" "Bangladesh" "gdpPercap_1952" 684.2441716
"81" "Asia" "Cambodia" "gdpPercap_1952" 368.4692856
"82" "Asia" "China" "gdpPercap_1952" 400.448610699994
"83" "Asia" "Hong Kong China" "gdpPercap_1952" 3054.421209
"84" "Asia" "India" "gdpPercap_1952" 546.5657493
"85" "Asia" "Indonesia" "gdpPercap_1952" 749.6816546
"86" "Asia" "Iran" "gdpPercap_1952" 3035.326002
"87" "Asia" "Iraq" "gdpPercap_1952" 4129.766056
"88" "Asia" "Israel" "gdpPercap_1952" 4086.522128
"89" "Asia" "Japan" "gdpPercap_1952" 3216.956347
"90" "Asia" "Jordan" "gdpPercap_1952" 1546.907807
"91" "Asia" "Korea Dem. Rep." "gdpPercap_1952" 1088.277758
"92" "Asia" "Korea Rep." "gdpPercap_1952" 1030.592226
"93" "Asia" "Kuwait" "gdpPercap_1952" 108382.3529
"94" "Asia" "Lebanon" "gdpPercap_1952" 4834.804067
"95" "Asia" "Malaysia" "gdpPercap_1952" 1831.132894
"96" "Asia" "Mongolia" "gdpPercap_1952" 786.5668575
"97" "Asia" "Myanmar" "gdpPercap_1952" 331
"98" "Asia" "Nepal" "gdpPercap_1952" 545.8657229
"99" "Asia" "Oman" "gdpPercap_1952" 1828.230307
"100" "Asia" "Pakistan" "gdpPercap_1952" 684.5971438
"101" "Asia" "Philippines" "gdpPercap_1952" 1272.880995
"102" "Asia" "Saudi Arabia" "gdpPercap_1952" 6459.554823
"103" "Asia" "Singapore" "gdpPercap_1952" 2315.138227
"104" "Asia" "Sri Lanka" "gdpPercap_1952" 1083.53203
"105" "Asia" "Syria" "gdpPercap_1952" 1643.485354
"106" "Asia" "Taiwan" "gdpPercap_1952" 1206.947913
"107" "Asia" "Thailand" "gdpPercap_1952" 757.7974177
"108" "Asia" "Vietnam" "gdpPercap_1952" 605.0664917
"109" "Asia" "West Bank and Gaza" "gdpPercap_1952" 1515.592329
"110" "Asia" "Yemen Rep." "gdpPercap_1952" 781.7175761
"111" "Europe" "Albania" "gdpPercap_1952" 1601.056136
"112" "Europe" "Austria" "gdpPercap_1952" 6137.076492
"113" "Europe" "Belgium" "gdpPercap_1952" 8343.105127
"114" "Europe" "Bosnia and Herzegovina" "gdpPercap_1952" 973.5331948
"115" "Europe" "Bulgaria" "gdpPercap_1952" 2444.286648
"116" "Europe" "Croatia" "gdpPercap_1952" 3119.23652
"117" "Europe" "Czech Republic" "gdpPercap_1952" 6876.14025
"118" "Europe" "Denmark" "gdpPercap_1952" 9692.385245
"119" "Europe" "Finland" "gdpPercap_1952" 6424.519071
"120" "Europe" "France" "gdpPercap_1952" 7029.809327
"121" "Europe" "Germany" "gdpPercap_1952" 7144.114393
"122" "Europe" "Greece" "gdpPercap_1952" 3530.690067
"123" "Europe" "Hungary" "gdpPercap_1952" 5263.673816
"124" "Europe" "Iceland" "gdpPercap_1952" 7267.688428
"125" "Europe" "Ireland" "gdpPercap_1952" 5210.280328
"126" "Europe" "Italy" "gdpPercap_1952" 4931.404155
"127" "Europe" "Montenegro" "gdpPercap_1952" 2647.585601
"128" "Europe" "Netherlands" "gdpPercap_1952" 8941.571858
"129" "Europe" "Norway" "gdpPercap_1952" 10095.42172
"130" "Europe" "Poland" "gdpPercap_1952" 4029.329699
"131" "Europe" "Portugal" "gdpPercap_1952" 3068.319867
"132" "Europe" "Romania" "gdpPercap_1952" 3144.613186
"133" "Europe" "Serbia" "gdpPercap_1952" 3581.459448
"134" "Europe" "Slovak Republic" "gdpPercap_1952" 5074.659104
"135" "Europe" "Slovenia" "gdpPercap_1952" 4215.041741
"136" "Europe" "Spain" "gdpPercap_1952" 3834.034742
"137" "Europe" "Sweden" "gdpPercap_1952" 8527.844662
"138" "Europe" "Switzerland" "gdpPercap_1952" 14734.23275
"139" "Europe" "Turkey" "gdpPercap_1952" 1969.10098
"140" "Europe" "United Kingdom" "gdpPercap_1952" 9979.508487
"141" "Oceania" "Australia" "gdpPercap_1952" 10039.59564
"142" "Oceania" "New Zealand" "gdpPercap_1952" 10556.57566
"143" "Africa" "Algeria" "gdpPercap_1957" 3013.976023
"144" "Africa" "Angola" "gdpPercap_1957" 3827.940465
"145" "Africa" "Benin" "gdpPercap_1957" 959.6010805
"146" "Africa" "Botswana" "gdpPercap_1957" 918.2325349
"147" "Africa" "Burkina Faso" "gdpPercap_1957" 617.1834648
"148" "Africa" "Burundi" "gdpPercap_1957" 379.5646281
"149" "Africa" "Cameroon" "gdpPercap_1957" 1313.048099
"150" "Africa" "Central African Republic" "gdpPercap_1957" 1190.844328
"151" "Africa" "Chad" "gdpPercap_1957" 1308.495577
"152" "Africa" "Comoros" "gdpPercap_1957" 1211.148548
"153" "Africa" "Congo Dem. Rep." "gdpPercap_1957" 905.8602303
"154" "Africa" "Congo Rep." "gdpPercap_1957" 2315.056572
"155" "Africa" "Cote d'Ivoire" "gdpPercap_1957" 1500.895925
"156" "Africa" "Djibouti" "gdpPercap_1957" 2864.969076
"157" "Africa" "Egypt" "gdpPercap_1957" 1458.915272
"158" "Africa" "Equatorial Guinea" "gdpPercap_1957" 426.0964081
"159" "Africa" "Eritrea" "gdpPercap_1957" 344.1618859
"160" "Africa" "Ethiopia" "gdpPercap_1957" 378.9041632
"161" "Africa" "Gabon" "gdpPercap_1957" 4976.198099
"162" "Africa" "Gambia" "gdpPercap_1957" 520.9267111
"163" "Africa" "Ghana" "gdpPercap_1957" 1043.561537
"164" "Africa" "Guinea" "gdpPercap_1957" 576.2670245
"165" "Africa" "Guinea-Bissau" "gdpPercap_1957" 431.7904566
"166" "Africa" "Kenya" "gdpPercap_1957" 944.4383152
"167" "Africa" "Lesotho" "gdpPercap_1957" 335.9971151
"168" "Africa" "Liberia" "gdpPercap_1957" 620.9699901
"169" "Africa" "Libya" "gdpPercap_1957" 3448.284395
"170" "Africa" "Madagascar" "gdpPercap_1957" 1589.20275
"171" "Africa" "Malawi" "gdpPercap_1957" 416.3698064
"172" "Africa" "Mali" "gdpPercap_1957" 490.3821867
"173" "Africa" "Mauritania" "gdpPercap_1957" 846.1202613
"174" "Africa" "Mauritius" "gdpPercap_1957" 2034.037981
"175" "Africa" "Morocco" "gdpPercap_1957" 1642.002314
"176" "Africa" "Mozambique" "gdpPercap_1957" 495.5868333
"177" "Africa" "Namibia" "gdpPercap_1957" 2621.448058
"178" "Africa" "Niger" "gdpPercap_1957" 835.5234025
"179" "Africa" "Nigeria" "gdpPercap_1957" 1100.592563
"180" "Africa" "Reunion" "gdpPercap_1957" 2769.451844
"181" "Africa" "Rwanda" "gdpPercap_1957" 540.2893983
"182" "Africa" "Sao Tome and Principe" "gdpPercap_1957" 860.7369026
"183" "Africa" "Senegal" "gdpPercap_1957" 1567.653006
"184" "Africa" "Sierra Leone" "gdpPercap_1957" 1004.484437
"185" "Africa" "Somalia" "gdpPercap_1957" 1258.147413
"186" "Africa" "South Africa" "gdpPercap_1957" 5487.104219
"187" "Africa" "Sudan" "gdpPercap_1957" 1770.337074
"188" "Africa" "Swaziland" "gdpPercap_1957" 1244.708364
"189" "Africa" "Tanzania" "gdpPercap_1957" 698.5356073
"190" "Africa" "Togo" "gdpPercap_1957" 925.9083202
"191" "Africa" "Tunisia" "gdpPercap_1957" 1395.232468
"192" "Africa" "Uganda" "gdpPercap_1957" 774.3710692
"193" "Africa" "Zambia" "gdpPercap_1957" 1311.956766
"194" "Africa" "Zimbabwe" "gdpPercap_1957" 518.7642681
"195" "Americas" "Argentina" "gdpPercap_1957" 6856.856212
"196" "Americas" "Bolivia" "gdpPercap_1957" 2127.686326
"197" "Americas" "Brazil" "gdpPercap_1957" 2487.365989
"198" "Americas" "Canada" "gdpPercap_1957" 12489.95006
"199" "Americas" "Chile" "gdpPercap_1957" 4315.622723
"200" "Americas" "Colombia" "gdpPercap_1957" 2323.805581
"201" "Americas" "Costa Rica" "gdpPercap_1957" 2990.010802
"202" "Americas" "Cuba" "gdpPercap_1957" 6092.174359
"203" "Americas" "Dominican Republic" "gdpPercap_1957" 1544.402995
"204" "Americas" "Ecuador" "gdpPercap_1957" 3780.546651
"205" "Americas" "El Salvador" "gdpPercap_1957" 3421.523218
"206" "Americas" "Guatemala" "gdpPercap_1957" 2617.155967
"207" "Americas" "Haiti" "gdpPercap_1957" 1726.887882
"208" "Americas" "Honduras" "gdpPercap_1957" 2220.487682
"209" "Americas" "Jamaica" "gdpPercap_1957" 4756.525781
"210" "Americas" "Mexico" "gdpPercap_1957" 4131.546641
"211" "Americas" "Nicaragua" "gdpPercap_1957" 3457.415947
"212" "Americas" "Panama" "gdpPercap_1957" 2961.800905
"213" "Americas" "Paraguay" "gdpPercap_1957" 2046.154706
"214" "Americas" "Peru" "gdpPercap_1957" 4245.256698
"215" "Americas" "Puerto Rico" "gdpPercap_1957" 3907.156189
"216" "Americas" "Trinidad and Tobago" "gdpPercap_1957" 4100.3934
"217" "Americas" "United States" "gdpPercap_1957" 14847.12712
"218" "Americas" "Uruguay" "gdpPercap_1957" 6150.772969
"219" "Americas" "Venezuela" "gdpPercap_1957" 9802.466526
"220" "Asia" "Afghanistan" "gdpPercap_1957" 820.8530296
"221" "Asia" "Bahrain" "gdpPercap_1957" 11635.79945
"222" "Asia" "Bangladesh" "gdpPercap_1957" 661.6374577
"223" "Asia" "Cambodia" "gdpPercap_1957" 434.0383364
"224" "Asia" "China" "gdpPercap_1957" 575.9870009
"225" "Asia" "Hong Kong China" "gdpPercap_1957" 3629.076457
"226" "Asia" "India" "gdpPercap_1957" 590.061996
"227" "Asia" "Indonesia" "gdpPercap_1957" 858.9002707
"228" "Asia" "Iran" "gdpPercap_1957" 3290.257643
"229" "Asia" "Iraq" "gdpPercap_1957" 6229.333562
"230" "Asia" "Israel" "gdpPercap_1957" 5385.278451
"231" "Asia" "Japan" "gdpPercap_1957" 4317.694365
"232" "Asia" "Jordan" "gdpPercap_1957" 1886.080591
"233" "Asia" "Korea Dem. Rep." "gdpPercap_1957" 1571.134655
"234" "Asia" "Korea Rep." "gdpPercap_1957" 1487.593537
"235" "Asia" "Kuwait" "gdpPercap_1957" 113523.1329
"236" "Asia" "Lebanon" "gdpPercap_1957" 6089.786934
"237" "Asia" "Malaysia" "gdpPercap_1957" 1810.066992
"238" "Asia" "Mongolia" "gdpPercap_1957" 912.6626085
"239" "Asia" "Myanmar" "gdpPercap_1957" 350
"240" "Asia" "Nepal" "gdpPercap_1957" 597.9363558
"241" "Asia" "Oman" "gdpPercap_1957" 2242.746551
"242" "Asia" "Pakistan" "gdpPercap_1957" 747.0835292
"243" "Asia" "Philippines" "gdpPercap_1957" 1547.944844
"244" "Asia" "Saudi Arabia" "gdpPercap_1957" 8157.591248
"245" "Asia" "Singapore" "gdpPercap_1957" 2843.104409
"246" "Asia" "Sri Lanka" "gdpPercap_1957" 1072.546602
"247" "Asia" "Syria" "gdpPercap_1957" 2117.234893
"248" "Asia" "Taiwan" "gdpPercap_1957" 1507.86129
"249" "Asia" "Thailand" "gdpPercap_1957" 793.5774148
"250" "Asia" "Vietnam" "gdpPercap_1957" 676.2854478
"251" "Asia" "West Bank and Gaza" "gdpPercap_1957" 1827.067742
"252" "Asia" "Yemen Rep." "gdpPercap_1957" 804.8304547
"253" "Europe" "Albania" "gdpPercap_1957" 1942.284244
"254" "Europe" "Austria" "gdpPercap_1957" 8842.59803
"255" "Europe" "Belgium" "gdpPercap_1957" 9714.960623
"256" "Europe" "Bosnia and Herzegovina" "gdpPercap_1957" 1353.989176
"257" "Europe" "Bulgaria" "gdpPercap_1957" 3008.670727
"258" "Europe" "Croatia" "gdpPercap_1957" 4338.231617
"259" "Europe" "Czech Republic" "gdpPercap_1957" 8256.343918
"260" "Europe" "Denmark" "gdpPercap_1957" 11099.65935
"261" "Europe" "Finland" "gdpPercap_1957" 7545.415386
"262" "Europe" "France" "gdpPercap_1957" 8662.834898
"263" "Europe" "Germany" "gdpPercap_1957" 10187.82665
"264" "Europe" "Greece" "gdpPercap_1957" 4916.299889
"265" "Europe" "Hungary" "gdpPercap_1957" 6040.180011
"266" "Europe" "Iceland" "gdpPercap_1957" 9244.001412
"267" "Europe" "Ireland" "gdpPercap_1957" 5599.077872
"268" "Europe" "Italy" "gdpPercap_1957" 6248.656232
"269" "Europe" "Montenegro" "gdpPercap_1957" 3682.259903
"270" "Europe" "Netherlands" "gdpPercap_1957" 11276.19344
"271" "Europe" "Norway" "gdpPercap_1957" 11653.97304
"272" "Europe" "Poland" "gdpPercap_1957" 4734.253019
"273" "Europe" "Portugal" "gdpPercap_1957" 3774.571743
"274" "Europe" "Romania" "gdpPercap_1957" 3943.370225
"275" "Europe" "Serbia" "gdpPercap_1957" 4981.090891
"276" "Europe" "Slovak Republic" "gdpPercap_1957" 6093.26298
"277" "Europe" "Slovenia" "gdpPercap_1957" 5862.276629
"278" "Europe" "Spain" "gdpPercap_1957" 4564.80241
"279" "Europe" "Sweden" "gdpPercap_1957" 9911.878226
"280" "Europe" "Switzerland" "gdpPercap_1957" 17909.48973
"281" "Europe" "Turkey" "gdpPercap_1957" 2218.754257
"282" "Europe" "United Kingdom" "gdpPercap_1957" 11283.17795
"283" "Oceania" "Australia" "gdpPercap_1957" 10949.64959
"284" "Oceania" "New Zealand" "gdpPercap_1957" 12247.39532
"285" "Africa" "Algeria" "gdpPercap_1962" 2550.81688
"286" "Africa" "Angola" "gdpPercap_1962" 4269.276742
"287" "Africa" "Benin" "gdpPercap_1962" 949.4990641
"288" "Africa" "Botswana" "gdpPercap_1962" 983.6539764
"289" "Africa" "Burkina Faso" "gdpPercap_1962" 722.5120206
"290" "Africa" "Burundi" "gdpPercap_1962" 355.2032273
"291" "Africa" "Cameroon" "gdpPercap_1962" 1399.607441
"292" "Africa" "Central African Republic" "gdpPercap_1962" 1193.068753
"293" "Africa" "Chad" "gdpPercap_1962" 1389.817618
"294" "Africa" "Comoros" "gdpPercap_1962" 1406.648278
"295" "Africa" "Congo Dem. Rep." "gdpPercap_1962" 896.3146335
"296" "Africa" "Congo Rep." "gdpPercap_1962" 2464.783157
"297" "Africa" "Cote d'Ivoire" "gdpPercap_1962" 1728.869428
"298" "Africa" "Djibouti" "gdpPercap_1962" 3020.989263
"299" "Africa" "Egypt" "gdpPercap_1962" 1693.335853
"300" "Africa" "Equatorial Guinea" "gdpPercap_1962" 582.8419714
"301" "Africa" "Eritrea" "gdpPercap_1962" 380.9958433
"302" "Africa" "Ethiopia" "gdpPercap_1962" 419.4564161
"303" "Africa" "Gabon" "gdpPercap_1962" 6631.459222
"304" "Africa" "Gambia" "gdpPercap_1962" 599.650276
"305" "Africa" "Ghana" "gdpPercap_1962" 1190.041118
"306" "Africa" "Guinea" "gdpPercap_1962" 686.3736739
"307" "Africa" "Guinea-Bissau" "gdpPercap_1962" 522.0343725
"308" "Africa" "Kenya" "gdpPercap_1962" 896.9663732
"309" "Africa" "Lesotho" "gdpPercap_1962" 411.8006266
"310" "Africa" "Liberia" "gdpPercap_1962" 634.1951625
"311" "Africa" "Libya" "gdpPercap_1962" 6757.030816
"312" "Africa" "Madagascar" "gdpPercap_1962" 1643.38711
"313" "Africa" "Malawi" "gdpPercap_1962" 427.9010856
"314" "Africa" "Mali" "gdpPercap_1962" 496.1743428
"315" "Africa" "Mauritania" "gdpPercap_1962" 1055.896036
"316" "Africa" "Mauritius" "gdpPercap_1962" 2529.067487
"317" "Africa" "Morocco" "gdpPercap_1962" 1566.353493
"318" "Africa" "Mozambique" "gdpPercap_1962" 556.6863539
"319" "Africa" "Namibia" "gdpPercap_1962" 3173.215595
"320" "Africa" "Niger" "gdpPercap_1962" 997.7661127
"321" "Africa" "Nigeria" "gdpPercap_1962" 1150.927478
"322" "Africa" "Reunion" "gdpPercap_1962" 3173.72334
"323" "Africa" "Rwanda" "gdpPercap_1962" 597.4730727
"324" "Africa" "Sao Tome and Principe" "gdpPercap_1962" 1071.551119
"325" "Africa" "Senegal" "gdpPercap_1962" 1654.988723
"326" "Africa" "Sierra Leone" "gdpPercap_1962" 1116.639877
"327" "Africa" "Somalia" "gdpPercap_1962" 1369.488336
"328" "Africa" "South Africa" "gdpPercap_1962" 5768.729717
"329" "Africa" "Sudan" "gdpPercap_1962" 1959.593767
"330" "Africa" "Swaziland" "gdpPercap_1962" 1856.182125
"331" "Africa" "Tanzania" "gdpPercap_1962" 722.0038073
"332" "Africa" "Togo" "gdpPercap_1962" 1067.53481
"333" "Africa" "Tunisia" "gdpPercap_1962" 1660.30321
"334" "Africa" "Uganda" "gdpPercap_1962" 767.2717398
"335" "Africa" "Zambia" "gdpPercap_1962" 1452.725766
"336" "Africa" "Zimbabwe" "gdpPercap_1962" 527.2721818
"337" "Americas" "Argentina" "gdpPercap_1962" 7133.166023
"338" "Americas" "Bolivia" "gdpPercap_1962" 2180.972546
"339" "Americas" "Brazil" "gdpPercap_1962" 3336.585802
"340" "Americas" "Canada" "gdpPercap_1962" 13462.48555
"341" "Americas" "Chile" "gdpPercap_1962" 4519.094331
"342" "Americas" "Colombia" "gdpPercap_1962" 2492.351109
"343" "Americas" "Costa Rica" "gdpPercap_1962" 3460.937025
"344" "Americas" "Cuba" "gdpPercap_1962" 5180.75591
"345" "Americas" "Dominican Republic" "gdpPercap_1962" 1662.137359
"346" "Americas" "Ecuador" "gdpPercap_1962" 4086.114078
"347" "Americas" "El Salvador" "gdpPercap_1962" 3776.803627
"348" "Americas" "Guatemala" "gdpPercap_1962" 2750.364446
"349" "Americas" "Haiti" "gdpPercap_1962" 1796.589032
"350" "Americas" "Honduras" "gdpPercap_1962" 2291.156835
"351" "Americas" "Jamaica" "gdpPercap_1962" 5246.107524
"352" "Americas" "Mexico" "gdpPercap_1962" 4581.609385
"353" "Americas" "Nicaragua" "gdpPercap_1962" 3634.364406
"354" "Americas" "Panama" "gdpPercap_1962" 3536.540301
"355" "Americas" "Paraguay" "gdpPercap_1962" 2148.027146
"356" "Americas" "Peru" "gdpPercap_1962" 4957.037982
"357" "Americas" "Puerto Rico" "gdpPercap_1962" 5108.34463
"358" "Americas" "Trinidad and Tobago" "gdpPercap_1962" 4997.523971
"359" "Americas" "United States" "gdpPercap_1962" 16173.14586
"360" "Americas" "Uruguay" "gdpPercap_1962" 5603.357717
"361" "Americas" "Venezuela" "gdpPercap_1962" 8422.974165
"362" "Asia" "Afghanistan" "gdpPercap_1962" 853.10071
"363" "Asia" "Bahrain" "gdpPercap_1962" 12753.27514
"364" "Asia" "Bangladesh" "gdpPercap_1962" 686.3415538
"365" "Asia" "Cambodia" "gdpPercap_1962" 496.9136476
"366" "Asia" "China" "gdpPercap_1962" 487.6740183
"367" "Asia" "Hong Kong China" "gdpPercap_1962" 4692.648272
"368" "Asia" "India" "gdpPercap_1962" 658.3471509
"369" "Asia" "Indonesia" "gdpPercap_1962" 849.2897701
"370" "Asia" "Iran" "gdpPercap_1962" 4187.329802
"371" "Asia" "Iraq" "gdpPercap_1962" 8341.737815
"372" "Asia" "Israel" "gdpPercap_1962" 7105.630706
"373" "Asia" "Japan" "gdpPercap_1962" 6576.649461
"374" "Asia" "Jordan" "gdpPercap_1962" 2348.009158
"375" "Asia" "Korea Dem. Rep." "gdpPercap_1962" 1621.693598
"376" "Asia" "Korea Rep." "gdpPercap_1962" 1536.344387
"377" "Asia" "Kuwait" "gdpPercap_1962" 95458.11176
"378" "Asia" "Lebanon" "gdpPercap_1962" 5714.560611
"379" "Asia" "Malaysia" "gdpPercap_1962" 2036.884944
"380" "Asia" "Mongolia" "gdpPercap_1962" 1056.353958
"381" "Asia" "Myanmar" "gdpPercap_1962" 388
"382" "Asia" "Nepal" "gdpPercap_1962" 652.3968593
"383" "Asia" "Oman" "gdpPercap_1962" 2924.638113
"384" "Asia" "Pakistan" "gdpPercap_1962" 803.3427418
"385" "Asia" "Philippines" "gdpPercap_1962" 1649.552153
"386" "Asia" "Saudi Arabia" "gdpPercap_1962" 11626.41975
"387" "Asia" "Singapore" "gdpPercap_1962" 3674.735572
"388" "Asia" "Sri Lanka" "gdpPercap_1962" 1074.47196
"389" "Asia" "Syria" "gdpPercap_1962" 2193.037133
"390" "Asia" "Taiwan" "gdpPercap_1962" 1822.879028
"391" "Asia" "Thailand" "gdpPercap_1962" 1002.199172
"392" "Asia" "Vietnam" "gdpPercap_1962" 772.0491602
"393" "Asia" "West Bank and Gaza" "gdpPercap_1962" 2198.956312
"394" "Asia" "Yemen Rep." "gdpPercap_1962" 825.6232006
"395" "Europe" "Albania" "gdpPercap_1962" 2312.888958
"396" "Europe" "Austria" "gdpPercap_1962" 10750.72111
"397" "Europe" "Belgium" "gdpPercap_1962" 10991.20676
"398" "Europe" "Bosnia and Herzegovina" "gdpPercap_1962" 1709.683679
"399" "Europe" "Bulgaria" "gdpPercap_1962" 4254.337839
"400" "Europe" "Croatia" "gdpPercap_1962" 5477.890018
"401" "Europe" "Czech Republic" "gdpPercap_1962" 10136.86713
"402" "Europe" "Denmark" "gdpPercap_1962" 13583.31351
"403" "Europe" "Finland" "gdpPercap_1962" 9371.842561
"404" "Europe" "France" "gdpPercap_1962" 10560.48553
"405" "Europe" "Germany" "gdpPercap_1962" 12902.46291
"406" "Europe" "Greece" "gdpPercap_1962" 6017.190733
"407" "Europe" "Hungary" "gdpPercap_1962" 7550.359877
"408" "Europe" "Iceland" "gdpPercap_1962" 10350.15906
"409" "Europe" "Ireland" "gdpPercap_1962" 6631.597314
"410" "Europe" "Italy" "gdpPercap_1962" 8243.58234
"411" "Europe" "Montenegro" "gdpPercap_1962" 4649.593785
"412" "Europe" "Netherlands" "gdpPercap_1962" 12790.84956
"413" "Europe" "Norway" "gdpPercap_1962" 13450.40151
"414" "Europe" "Poland" "gdpPercap_1962" 5338.752143
"415" "Europe" "Portugal" "gdpPercap_1962" 4727.954889
"416" "Europe" "Romania" "gdpPercap_1962" 4734.997586
"417" "Europe" "Serbia" "gdpPercap_1962" 6289.629157
"418" "Europe" "Slovak Republic" "gdpPercap_1962" 7481.107598
"419" "Europe" "Slovenia" "gdpPercap_1962" 7402.303395
"420" "Europe" "Spain" "gdpPercap_1962" 5693.843879
"421" "Europe" "Sweden" "gdpPercap_1962" 12329.44192
"422" "Europe" "Switzerland" "gdpPercap_1962" 20431.0927
"423" "Europe" "Turkey" "gdpPercap_1962" 2322.869908
"424" "Europe" "United Kingdom" "gdpPercap_1962" 12477.17707
"425" "Oceania" "Australia" "gdpPercap_1962" 12217.22686
"426" "Oceania" "New Zealand" "gdpPercap_1962" 13175.678
